Unnamed: 0,trans_date_trans_time,cc_num,merchant,category,amt,first,last,gender,street,city,state,zip,lat,long,city_pop,job,dob,trans_num,unix_time,merch_lat,merch_long,is_fraud
135780,2020-08-07 23:47:03,4069975342931683,fraud_Breitenberg LLC,travel,2285.6,Kimberly,Martin,F,1943 Dennis Inlet Suite 145,Hurricane,WV,25526,38.4257,-81.9943,21902,Sub,1980-09-18,14434ec7f57f27960699d2cd5ddcaecb,1375919223,38.839323,-82.831136,0
137063,2020-08-08 14:50:10,581686439828,fraud_Pouros-Haag,shopping_pos,4394.25,Larry,House,M,911 Sabrina Trafficway,Cochranton,PA,16314,41.5205,-80.0573,5507,Retail merchandiser,1973-07-28,bcee59cb0099cc8b38a4a8a96dd7ef1e,1375973410,41.11965,-79.491546,0
138154,2020-08-08 23:43:48,341283058448499,"fraud_Kunze, Larkin and Mayert",travel,2849.74,Mario,Johns,M,62130 Miller Square Suite 785,Brinson,GA,39825,30.9788,-84.7373,1461,"Engineer, broadcasting (operations)",1935-09-08,00b4896fcf966e7efb965e84fb907a3b,1376005428,31.51341,-84.195955,0
141260,2020-08-09 21:29:37,676102124465,fraud_Dooley Inc,shopping_pos,2221.62,Natasha,Mclaughlin,F,8699 Lindsay Ford Apt. 486,Napa,CA,94558,38.4549,-122.2564,94014,Airline pilot,1985-08-21,6825cac3aa44899aeca467f1512a3816,1376083777,37.604352,-121.9666,0
141344,2020-08-09 21:52:02,4708992452821239,fraud_Reichert-Weissnat,travel,3872.02,Jared,Walters,M,3326 Hannah Fords,Cord,AR,72524,35.8184,-91.3375,376,"Designer, ceramics/pottery",1938-09-08,2aef1743b970f27ba44cccfa3f82c966,1376085122,36.026995,-90.592333,0
143059,2020-08-10 10:47:17,4124536010991657,"fraud_Bahringer, Schoen and Corkery",shopping_pos,2442.75,Sydney,Montoya,F,265 Christian Summit Suite 231,Fairhope,AL,36532,30.5012,-87.8835,27829,"Presenter, broadcasting",1954-07-21,50f39f932288a421c650e6afdc4f935c,1376131637,30.72551,-87.41637,0
144055,2020-08-10 16:21:57,30082025922891,"fraud_McLaughlin, Armstrong and Koepp",travel,3300.57,Kathleen,Thompson,F,199 Patterson Fords Apt. 132,Naples,FL,34112,26.1184,-81.7361,276002,"Pilot, airline",1934-06-23,9da2031817788f7e3310d10d09626665,1376151717,26.238498,-81.480798,0
145883,2020-08-11 01:42:02,378278619832195,"fraud_Roob, Conn and Tremblay",shopping_pos,2117.38,Mary,Mcintyre,F,77921 Costa Villages,Eugene,OR,97403,44.0385,-123.0614,191096,"Scientist, physiological",1964-04-06,73ca53f8d701a1c03069fab4cc3195ce,1376185322,44.602622,-123.434673,0
150893,2020-08-12 18:59:09,4810789809665942990,fraud_Pouros-Haag,shopping_pos,3070.72,Julie,Sanchez,F,916 Charles Road,Bowersville,OH,45307,39.5756,-83.7153,338,Quantity surveyor,1988-07-28,1560b6a6950552bde26c8de467e8866c,1376333949,39.306428,-83.50959499999999,0
152632,2020-08-13 16:12:07,3582402971899057,"fraud_Hodkiewicz, Prohaska and Paucek",travel,2336.65,Michele,Patrick,F,557 Lynn Garden Suite 907,Spirit Lake,ID,83869,47.9657,-116.868,4161,Production manager,1957-06-12,94d948ca62b6b6e988c3060536c7f859,1376410327,47.36386,-117.227105,0
155646,2020-08-14 23:32:22,676309913934,fraud_Pfeffer and Sons,shopping_pos,2127.11,Robert,Martinez,M,3683 Parrish Circles,Pueblo,CO,81005,38.2352,-104.66,151815,Further education lecturer,1988-01-04,79ad670a458d286984c24d9116d60d57,1376523142,39.163856,-105.148387,0
155690,2020-08-14 23:55:20,4904681492230012,fraud_Jewess LLC,shopping_pos,3445.34,Lisa,Lowe,F,574 David Locks Suite 207,Cottekill,NY,12419,41.8467,-74.1038,722,Comptroller,1990-10-19,693ea1da4a1eff4566120888cae2b783,1376524520,42.698251,-74.000057,0
157623,2020-08-15 21:36:36,3583293909206278,fraud_Mayert Group,shopping_pos,2437.87,Deborah,Fisher,F,1911 Fisher Brook,Kirtland Afb,NM,87117,35.0203,-106.5503,310,"Surveyor, land/geomatics",1978-09-30,23b2a9df8be56c9168428fe061305ec4,1376602596,34.835293,-106.389839,0
157689,2020-08-15 22:09:34,6011504998544485,fraud_Boyer PLC,shopping_net,2969.87,Ashley,Whitney,F,4038 Smith Avenue,Jones,AL,36749,32.5104,-86.8138,1089,Materials engineer,1971-11-02,bc4467ae1c628e394cb13823db842553,1376604574,33.358843,-86.104417,0
157839,2020-08-15 23:28:51,3545109339866548,fraud_Kuhic LLC,shopping_net,2886.52,Keith,Sanders,M,8030 Beck Motorway,Moorhead,MS,38761,33.4783,-90.5142,2870,Chartered public finance accountant,1999-03-05,a5c39df7789900bc285f24206215757e,1376609331,33.858481,-90.337728,0
158895,2020-08-16 09:03:41,344342339068828,fraud_Jewess LLC,shopping_pos,2111.72,Ruth,Fuller,F,37732 Joe Courts Apt. 752,Darien,GA,31305,31.3826,-81.4312,5989,Tax adviser,1967-05-05,09679919750c10ce74f1aa7696111e74,1376643821,31.227347,-81.39370500000001,0
160147,2020-08-16 17:43:25,4998109455173950,"fraud_Hartmann, Rowe and Hermann",travel,2141.93,Mary,Pruitt,F,2819 Luke Greens Suite 563,Kansas City,MO,64114,38.9621,-94.5959,545147,Counsellor,1987-11-18,04c1f9529fd6355b78187688b46a7036,1376675005,39.184388,-94.577722,0
160260,2020-08-16 18:25:15,571365235126,fraud_Stamm-Witting,shopping_net,2218.94,Barbara,Taylor,F,0069 Robin Brooks Apt. 695,Elberta,MI,49628,44.5995,-86.2141,372,"Exhibitions officer, museum/gallery",1995-07-12,81081c6135d4bca6712b4bd578821ffc,1376677515,45.250559,-86.598457,0
160925,2020-08-16 22:23:02,3538520143479972,fraud_Kessler Group,travel,3135.13,Cassandra,Nunez,F,9572 Austin Forge Suite 612,Clay Center,OH,43408,41.5686,-83.3632,269,Insurance underwriter,1965-09-15,5b5eb4a7a05a57ca12b9e8b01a1171a9,1376691782,42.522595,-82.643552,0
162107,2020-08-17 07:18:23,4440581794652,fraud_Torphy-Goyette,shopping_pos,2969.05,Karen,Cooper,F,425 Caleb Point Apt. 050,San Diego,CA,92128,33.0067,-117.069,1241364,"Pharmacist, hospital",1960-03-01,49f2fe735627bca06c699f568b33126d,1376723903,33.187104,-117.83701299999998,0
166451,2020-08-18 10:21:51,630425673344,fraud_Hickle Group,shopping_pos,2112.53,Bryan,Miller,M,411 Laurie Fords,Cass,WV,24927,38.388000000000005,-79.9906,365,Special effects artist,1970-03-14,e7c2986b07a1a49e55a5da335c19821c,1376821311,37.607771,-80.708772,0
166779,2020-08-18 12:44:01,6011104316292105,fraud_Terry-Huel,shopping_net,2348.63,Valerie,Davis,F,3861 Anderson Ramp Apt. 536,Drakes Branch,VA,23937,36.9688,-78.5615,1970,Energy engineer,1985-09-02,61dfb1f3ab3b959da1025a041cdf5ddb,1376829841,37.855178,-79.483168,0
172292,2020-08-20 17:06:37,4379260813815979609,"fraud_Labadie, Treutel and Bode",shopping_net,3211.41,Thomas,Jenkins,M,93914 Gregory Via,Oakland,CA,94619,37.7878,-122.1884,381459,Barista,1974-01-03,8fa9fd26d4bd6a3b709e60f7f8681309,1377018397,37.965572,-122.583228,0
172648,2020-08-20 20:22:29,4342532437704183,fraud_Stoltenberg-Beatty,shopping_pos,3209.64,Kevin,Elliott,M,1852 Vincent Isle Suite 328,Newark Valley,NY,13811,42.2281,-76.1625,4354,Further education lecturer,1994-02-16,e7cec12696cb27a6ddd3b59e9e4ff58c,1377030149,41.65692,-76.095275,0
172746,2020-08-20 21:19:50,30270432095985,"fraud_Greenfelder, Bartoletti and Davis",misc_net,2782.98,Lisa,Lin,F,908 Brooks Brook,Lomax,IL,61454,40.6761,-91.0391,725,Environmental consultant,1972-11-28,2b3148a1a1793724ce56c17b76e9c6c9,1377033590,39.899687,-91.062504,0
172969,2020-08-20 23:20:07,375767678113375,"fraud_Kunze, Larkin and Mayert",travel,2157.7,Christopher,Patterson,M,16744 Campbell Wall Apt. 372,Timberville,VA,22853,38.6476,-78.7717,4367,Waste management officer,1962-04-12,99c5ae0b94981fa8ad3269f76d4f8a08,1377040807,38.245097,-78.277054,0
174573,2020-08-21 17:07:11,180084695172649,fraud_Ankunding-Carroll,travel,2603.56,Holly,Mann,F,7644 Joseph Fields,Nokomis,IL,62075,39.3036,-89.2853,3458,Building surveyor,1985-12-08,8f94657fb87000c91ae99380db979870,1377104831,38.373983,-89.644561,0
176999,2020-08-22 18:26:47,6550399784335736,fraud_Turner and Sons,shopping_pos,2871.33,Harry,Mckee,M,95351 Sullivan Viaduct Apt. 239,Port Charlotte,FL,33981,26.9379,-82.2388,79008,Quantity surveyor,1984-08-31,3968c7fb4e4774c1a5fa261c356709d9,1377196007,26.696064,-81.817254,0
177126,2020-08-22 19:36:22,4003989662068504,fraud_Jewess LLC,shopping_pos,2909.69,Chris,White,M,98897 Bennett Lodge,Bessemer,AL,35022,33.3224,-86.9657,71463,Radio broadcast assistant,1989-02-08,596a012ff982f8e1e9c31650bc5ef829,1377200182,32.386489000000005,-86.088953,0
179603,2020-08-23 15:47:45,3545109339866548,"fraud_Kunze, Larkin and Mayert",travel,5168.08,Keith,Sanders,M,8030 Beck Motorway,Moorhead,MS,38761,33.4783,-90.5142,2870,Chartered public finance accountant,1999-03-05,fd6cd3f2aa5f7314da899e854ed20ff2,1377272865,33.221356,-89.62741,0
179747,2020-08-23 16:41:13,30082025922891,fraud_Fritsch LLC,travel,4052.46,Kathleen,Thompson,F,199 Patterson Fords Apt. 132,Naples,FL,34112,26.1184,-81.7361,276002,"Pilot, airline",1934-06-23,0ff5bab6ebc8dee11d25063e986a5b69,1377276073,25.203711,-82.189617,0
180006,2020-08-23 18:10:01,4900628639996,fraud_Mohr-Bayer,shopping_net,2642.05,Michael,Johnson,M,094 Owens Underpass,Norwalk,CA,90650,33.9056,-118.0818,105549,Firefighter,1973-09-22,9d62d58782901ad642f5d217aa712618,1377281401,33.132144,-118.540249,0
180094,2020-08-23 18:38:59,6011348830550197,"fraud_Streich, Dietrich and Barton",shopping_net,2413.9,Samuel,Johnston,M,16285 Jessica Lights,Birmingham,AL,35229,33.4629,-86.7904,493806,Musician,1980-07-12,252d23f5cfadb6d33ee275844cce4fef,1377283139,34.026505,-86.343556,0
180425,2020-08-23 20:53:44,3540075240003197,fraud_Terry-Huel,shopping_net,2167.85,Christian,Johns,M,892 Solis Neck,Lonsdale,MN,55046,44.4477,-93.4252,5211,Chief Strategy Officer,1987-01-27,357adde9c9f7f555aea3530574cb1492,1377291224,44.781379,-93.203568,0
180861,2020-08-23 23:21:31,4025612008285111,"fraud_Ritchie, Oberbrunner and Cremin",travel,3783.4,Krystal,Key,F,23142 Montoya Island Apt. 742,Corsica,PA,15829,41.1762,-79.1976,1274,Maintenance engineer,1949-03-20,a78f95f90a0185af8543e5ea3f27f297,1377300091,41.979285,-78.45492800000001,0
187419,2020-08-25 17:04:30,3564839259330465,"fraud_Douglas, DuBuque and McKenzie",travel,5484.73,Robert,Ashley,M,1250 Christopher Prairie Suite 016,Port Costa,CA,94569,38.046,-122.1866,198,Armed forces training and education officer,1959-03-31,923b0ddb0e5fc27caa94372245c0e603,1377450270,37.660715,-121.414128,0
188331,2020-08-25 21:49:15,4173950183554608,fraud_Kovacek Ltd,travel,3381.13,Stephen,Marshall,M,47144 Roberts Keys,Monmouth Beach,NJ,7750,40.333,-73.9809,3279,Health promotion specialist,1978-10-05,ae31cf06f445aa53071b2fda66f976d9,1377467355,39.977009,-73.846876,0
191841,2020-08-27 16:07:14,6592861994408652,"fraud_Mosciski, Ziemann and Farrell",shopping_net,2796.64,Ashley,Whitehead,F,58188 Madison Meadow Apt. 949,Cowlesville,NY,14037,42.8112,-78.4481,1166,Colour technologist,1983-06-12,88b6d8a8cfba0edc2441371a24afa695,1377619634,42.71623,-77.983386,0
191955,2020-08-27 17:10:17,3511378610369890,fraud_Hickle Group,shopping_pos,3046.01,James,Cooper,M,663 Ramirez Trace Apt. 951,Huntsville,AL,35811,34.7789,-86.5438,190178,Television production assistant,1973-04-01,c0b2572059d77b778e80b4c34814f1f5,1377623417,34.542253,-86.394924,0
192507,2020-08-27 22:38:59,5540636818935089,"fraud_Weimann, Kuhic and Beahan",shopping_pos,3801.46,Kenneth,Foster,M,329 Michael Extension,Lawrence,MA,1843,42.6911,-71.1605,76383,Geoscientist,1985-04-04,f4233b42441274657d64ece8967b6782,1377643139,43.212531,-70.451707,0
194279,2020-08-28 17:55:29,4708992452821239,fraud_Tromp Group,travel,2362.75,Jared,Walters,M,3326 Hannah Fords,Cord,AR,72524,35.8184,-91.3375,376,"Designer, ceramics/pottery",1938-09-08,ab191319b6a58c01b0669f174f0b5c38,1377712529,34.970403000000005,-91.876559,0
196183,2020-08-29 14:53:43,6592243974328236,fraud_Gleason-Macejkovic,shopping_net,2873.64,Philip,Hart,M,97405 Vazquez Plains,Montgomery,AL,36111,32.3374,-86.2715,214703,"Chemist, analytical",1994-10-07,d0a2a823c2d06f30688b8f2ca55b8c5a,1377788023,33.000569,-86.535558,0
199690,2020-08-30 18:41:00,342351256941125,"fraud_Schroeder, Wolff and Hermiston",travel,2609.92,Rebecca,Obrien,F,5619 Mendoza Inlet,Juliette,GA,31046,33.1194,-83.8235,3343,Theatre manager,1990-06-08,a8c36caa2c776a2f15d749aacb732a74,1377888060,33.288639,-83.102503,0
203158,2020-08-31 16:44:58,4951647200979051,"fraud_Daugherty, Pouros and Beahan",shopping_pos,2227.2,Kimberly,Miller,F,75533 Tamara Valleys,Logan,IL,62856,37.9943,-88.9417,324,"Scientist, research (physical sciences)",1976-06-15,def1e758e8f1c1200f6e02131fea9489,1377967498,38.632518,-89.019785,0
203707,2020-08-31 19:31:18,4302480582202074,fraud_Terry-Huel,shopping_net,2491.53,David,Rodriguez,M,821 Solis Points,Muskegon,MI,49440,43.2326,-86.2492,128715,Historic buildings inspector/conservation officer,1995-05-25,70cc1cb4a8e2c6076fcaae42f0fb7c1c,1377977478,43.927898,-87.200005,0
205663,2020-09-01 07:44:35,6595970453799027,"fraud_Baumbach, Hodkiewicz and Walsh",shopping_pos,2250.17,Gina,Gomez,F,72030 Shelton Crossing Apt. 742,Stirling,NJ,7980,40.6774,-74.4968,2307,Science writer,1969-09-11,8ec7f547962132d095f40421a763f048,1378021475,40.057086,-74.29278199999999,0
206973,2020-09-01 15:56:49,180046765320457,fraud_Breitenberg LLC,travel,7436.65,Jared,Camacho,M,4257 Perez Mall,Canton,OH,44702,40.8027,-81.3739,192805,Building control surveyor,1963-06-30,55e42aee5cc9625fa01ed1b7796c6471,1378051009,41.127415,-81.15108199999999,0
212571,2020-09-04 12:53:30,4155021259183870,fraud_Kuhic LLC,shopping_net,5541.05,Renee,Parrish,F,174 Jennifer Meadow Apt. 467,Mountain Park,OK,73559,34.7032,-98.9591,540,Research scientist (life sciences),1983-10-12,b8f413cbd9c6c408dff905fdbc947538,1378299210,34.592986,-99.02772,0
214150,2020-09-05 07:35:49,30328384440870,fraud_Volkman-Predovic,shopping_net,2526.05,Helen,Campbell,F,182 Sergio Summit Apt. 129,Browning,MO,64630,40.029,-93.1607,602,Cytogeneticist,1954-07-14,f67ca3098dffb938e71c3fa27b8bebbc,1378366549,39.724074,-93.09493,0
215351,2020-09-05 21:55:11,3577578023716568,fraud_Beier-Hyatt,shopping_pos,2190.22,Debbie,Hughes,F,0182 Owens Burgs Suite 480,Diamond,OH,44412,41.0935,-81.0425,2644,"Engineer, biomedical",1983-08-25,a56a686ab17d33a2eeaaf92b80ee6850,1378418111,41.160951,-80.873002,0
217607,2020-09-06 18:56:23,6573561108825071,fraud_Leannon-Nikolaus,travel,5256.04,Kristina,Lewis,F,5449 Brandi Heights Apt. 111,Tulsa,OK,74130,36.2395,-95.9596,413574,Bookseller,1968-06-18,00da9374f4f7bdab0101d10478e5354b,1378493783,36.123593,-95.143191,0
219830,2020-09-07 14:08:37,4926376199189801,fraud_Lynch-Mohr,travel,2560.4,Claire,Davis,F,83685 Matthew Center Suite 870,Cherokee Village,AR,72529,36.3011,-91.5281,4726,Pharmacologist,1977-06-07,a7f57b6d582153fa8267ded55122832b,1378562917,37.201927000000005,-91.366233,0
219893,2020-09-07 14:32:24,3598304579370089,fraud_Boyer PLC,shopping_net,2151.64,Vincent,Flowers,M,0189 Emily Prairie,Wichita,KS,67232,37.6395,-97.1714,409656,Heritage manager,1985-12-27,38725aa3874eeea30505c72e13828df3,1378564344,37.576407,-96.741765,0
220750,2020-09-07 19:30:24,180064817343047,fraud_Romaguera and Sons,travel,7549.39,Patricia,Gonzalez,F,8973 Mark Drive,Stephensport,KY,40170,37.9048,-86.524,344,Chartered public finance accountant,1967-03-30,13af43f38911113f90a984297d82e459,1378582224,37.847876,-86.01540200000001,0
221151,2020-09-07 21:49:44,4755696071492,fraud_Hackett Group,travel,6358.87,Robert,Evans,M,01892 Patricia Vista Apt. 828,Sachse,TX,75048,32.9643,-96.6012,20328,Site engineer,1985-06-20,e85e23e14fc18bcd03bd5f6a5ef8eaed,1378590584,33.23145,-97.089012,0
225798,2020-09-09 20:50:01,372509258176510,fraud_Hudson-Grady,shopping_pos,2045.87,Kristen,Hanson,F,26544 Andrea Glen,Goodrich,MI,48438,42.9147,-83.4845,6951,Learning disability nurse,1985-06-18,3670de0ea6d36aaf32f88e8077945202,1378759801,42.568862,-82.99541500000001,0
226134,2020-09-10 01:03:12,4254074738931278,fraud_Morissette PLC,shopping_pos,2080.36,Gary,Hall,M,69085 Short Shores,Allentown,NY,14707,42.0737,-78.0594,239,Radio producer,1956-05-02,e9abdebdd9cdc4926b1256a37f8a6e23,1378774992,41.913031,-78.879285,0
227029,2020-09-10 14:49:32,3502088871723054,"fraud_Schmeler, Bashirian and Price",shopping_net,3827.15,Scott,Martin,M,31472 Cody Place Suite 740,Kensington,MD,20895,39.0298,-77.0793,19054,Operations geologist,1976-09-08,095c98b1245e1a47fe459fc649156338,1378824572,38.408094,-76.77609100000001,0
228034,2020-09-11 02:50:39,4740713119940984,"fraud_Goyette, Howell and Collier",shopping_pos,3288.68,Heather,Hines,F,13776 Hicks Plains,Pomona,NY,10970,41.1901,-74.0436,9993,Pensions consultant,1962-10-16,65df80e31852131adc4d63e473a738ca,1378867839,40.968684,-73.33825300000001,0
228871,2020-09-11 14:10:11,4335531783520911,fraud_Jast-McDermott,shopping_pos,3277.64,Amy,Daugherty,F,852 Thomas Well Suite 339,Owensville,MO,65066,38.3511,-91.4867,6703,Naval architect,1998-05-20,1a2006bd9c691fb2cb66d11740e0119b,1378908611,39.194147,-90.98756,0
229416,2020-09-11 19:52:42,6544734391390261,fraud_Botsford Ltd,shopping_pos,3258.75,John,Myers,M,701 Wilson Divide,Highland,IN,46322,41.55,-87.4569,23727,Community arts worker,1982-02-08,37a677ba24ead9a2ad62660bb3a1bf61,1378929162,42.01871,-86.504535,0
231030,2020-09-12 16:27:55,4683520018489354,"fraud_Labadie, Treutel and Bode",shopping_net,2560.35,Charles,Carrillo,M,17547 Stephen Turnpike Apt. 846,Hawthorne,CA,90250,33.9143,-118.3493,93193,"Editor, magazine features",1995-04-19,7bd090b9b33cafa5cc708f07b093a8fd,1379003275,34.253043,-117.936662,0
233692,2020-09-13 18:09:27,374930071163758,fraud_Kris-Kertzmann,travel,5339.75,Daniel,Escobar,M,61390 Hayes Port,Romulus,MI,48174,42.2203,-83.3583,31515,Police officer,1971-11-05,8f1c5fbee105d2fbe3077f7dfe24cf5e,1379095767,41.75516,-82.573764,0
234198,2020-09-13 21:52:15,30118423745458,fraud_Kozey-McDermott,travel,3124.84,Jared,Velazquez,M,01479 Murray Circle,Matawan,NJ,7747,40.4109,-74.238,30770,Drilling engineer,1993-04-29,b8237794db73500780337cadc62eb008,1379109135,41.196978,-74.912165,0
236976,2020-09-14 19:24:58,6011382886333463,fraud_Lynch-Mohr,travel,3001.09,Martin,Duarte,M,6251 Payne Flats Apt. 581,Luzerne,MI,48636,44.6001,-84.2931,864,General practice doctor,1942-05-04,b8cd0e86067eb190b833e842f0dbd0ad,1379186698,43.835475,-85.012899,0
240392,2020-09-15 20:45:42,4681699462969,fraud_Conroy Ltd,shopping_pos,3931.39,Joseph,Gonzalez,M,319 Wendy Fort Suite 179,Murfreesboro,TN,37132,35.8596,-86.421,158701,"Journalist, newspaper",1978-03-06,fb7b5814cb4c9a9b9b2e1e25ad82ac0a,1379277942,36.116338,-86.673849,0
240722,2020-09-15 22:59:55,2720433095629877,fraud_Macejkovic-Lesch,shopping_pos,4068.13,Mark,Wood,M,854 Walker Dale Suite 488,Bowdoin,ME,4287,44.0575,-69.9656,3224,"Engineer, electronics",1997-08-22,b965c991a3a7f63c622b0e2dfefbba75,1379285995,44.459727,-69.052808,0
240785,2020-09-15 23:20:16,4158008602445,fraud_Beier-Hyatt,shopping_pos,2825.78,Alicia,Miller,F,976 Hubbard Lodge,Randolph,MN,55065,44.5274,-93.0196,1201,Barrister,1979-12-27,b2e586295b1e486a3b455837c4c8ac07,1379287216,44.948252,-92.234024,0
243909,2020-09-17 22:36:37,3575540972310993,"fraud_Romaguera, Cruickshank and Greenholt",shopping_net,3563.49,Rachel,Villarreal,F,250 Carrie Throughway,University,MS,38677,34.3396,-89.5736,4198,Curator,2001-06-22,55af3b23f6fe729e9fe19a347411f65f,1379457397,33.69709,-90.524942,0
244173,2020-09-18 02:06:03,4988304376504,"fraud_Willms, Kris and Bergnaum",shopping_pos,2354.42,William,Thompson,M,977 Rita Grove Apt. 000,Rock Tavern,NY,12575,41.4575,-74.1659,2258,Building surveyor,1937-03-17,247b648c93e4188471209ff3e488eeb1,1379469963,41.424122,-74.588826,0
247482,2020-09-19 20:24:58,4170689372027579,fraud_Predovic Inc,shopping_net,2895.97,Samuel,Frey,M,830 Myers Plaza Apt. 384,Edmond,OK,73034,35.6665,-97.4798,116001,Media buyer,1993-05-10,9c8584d3c342186cf5a35b781409f7c0,1379622298,36.517771,-97.689341,0
248386,2020-09-20 06:17:50,2713913904780408,"fraud_Willms, Kris and Bergnaum",shopping_pos,2493.43,Jacqueline,Howard,F,4511 Choi Lock,Delhi,LA,71232,32.3929,-91.4714,6581,Multimedia programmer,1964-02-13,76c35ac6d3f871b933a2bd7e30c11cce,1379657870,31.640064,-90.776976,0
249728,2020-09-20 18:06:39,30407675418785,fraud_Mosciski Group,travel,2635.36,Danielle,Evans,F,76752 David Lodge Apt. 064,Breesport,NY,14816,42.1939,-76.7361,520,Psychotherapist,1991-10-13,a9a38ed34c10e6018fadee46574f530b,1379700399,42.96995,-76.812748,0
251793,2020-09-21 12:02:00,3566094707272327,fraud_Johnston-Casper,travel,16837.08,Kristina,Stewart,F,47029 Jimmy Tunnel Apt. 106,Newhall,CA,91321,34.3795,-118.523,34882,Health physicist,1971-04-25,ba246b12f894ab083706e72f9d90ad15,1379764920,35.111725,-118.128435,0
251813,2020-09-21 12:07:03,4259996134423,"fraud_Hartmann, Rowe and Hermann",travel,3069.16,Julie,Johnson,F,9331 Robert Passage Suite 327,Hudson,KS,67545,38.1485,-98.6408,215,Probation officer,1968-11-22,5bafee945fd947bd2fc70a9cae24608e,1379765223,37.262017,-98.315127,0
256126,2020-09-22 20:20:53,4450831335606294,fraud_Goyette-Herzog,travel,4673.39,Donna,Davis,F,6760 Donovan Lakes,Clayton,OK,74536,34.5906,-95.38,1760,Occupational psychologist,1972-01-20,2b0333686165169d82ad913e8ce710c4,1379881253,35.327404,-96.051282,0
257102,2020-09-23 07:26:21,4561546772499,fraud_Flatley-Durgan,misc_net,2116.76,Daniel,Briggs,M,7118 Jessica Unions Apt. 789,Moriarty,NM,87035,34.9889,-106.0609,7268,"Therapist, art",1988-08-04,38b4db8b62d6f9bce27338030a9194a4,1379921181,34.740325,-105.077538,0
258104,2020-09-23 22:20:54,3565423334076143,"fraud_Hahn, Douglas and Schowalter",travel,4308.22,Nathan,Thomas,M,4923 Campbell Pines Suite 717,Carlisle,IN,47838,38.9763,-87.3667,4081,Energy engineer,1938-03-15,2330beafe0194f428f5e3c32711395d2,1379974854,38.618547,-88.00797299999999,0
259192,2020-09-24 15:14:18,30235268718158,fraud_Fisher Inc,shopping_net,3678.39,Kenneth,Doyle,M,8614 Reed Glen,West Harrison,NY,10604,41.0592,-73.7395,11250,Lexicographer,1977-08-16,3eb5b1a11cc5483629005001c96b2b32,1380035658,41.870317,-73.082328,0
260727,2020-09-25 12:25:34,4810839835482794272,"fraud_Mosciski, Ziemann and Farrell",shopping_net,2489.07,Carolyn,Perez,F,433 Blake Roads Suite 967,Wheaton,MO,64874,36.7651,-94.0492,760,Production manager,1985-08-31,c7e715d74a561c75ad85939d0a2ab88a,1380111934,37.586226,-93.7159,0
260986,2020-09-25 14:57:01,30234966027947,fraud_Jacobi and Sons,shopping_pos,2716.23,Matthew,Lambert,M,7188 Melissa Crest Apt. 151,New Holstein,WI,53061,43.9446,-88.0911,5196,Child psychotherapist,1978-01-22,47952d8e5240f314e89885599cc5f0b9,1380121021,44.370942,-88.264802,0
261604,2020-09-25 21:36:47,5359543825610251,fraud_Mosciski Group,travel,8517.38,Michael,Francis,M,1833 Jeanette Stravenue,Belgrade,MT,59714,45.7801,-111.1439,18182,"Engineer, drilling",1975-06-29,e5b4abde3491493d1d9897b24cba9c58,1380145007,45.534538,-111.433653,0
263266,2020-09-26 19:30:30,3545109339866548,"fraud_Kihn, Abernathy and Douglas",shopping_net,2073.66,Keith,Sanders,M,8030 Beck Motorway,Moorhead,MS,38761,33.4783,-90.5142,2870,Chartered public finance accountant,1999-03-05,400be6dd448bc2b94dbee56feba94729,1380223830,32.656396,-91.208803,0
264844,2020-09-27 12:25:41,3501942333500073,"fraud_Baumbach, Strosin and Nicolas",shopping_pos,7320.86,Lori,Bishop,F,08056 Alvarado Club Suite 699,Phoenix,AZ,85086,33.8155,-112.1202,1312922,Counselling psychologist,1999-11-30,02cd6e12ecc0d6e2b53fdecd04acd97a,1380284741,34.239885,-111.975148,0
265156,2020-09-27 14:40:53,346243940647414,fraud_Block-Hauck,travel,3541.74,Sean,Miller,M,6340 Jeffrey Dale,Thornville,OH,43076,39.8974,-82.4071,9051,Audiological scientist,1983-01-08,481f363676ae76905f130e66393eb22e,1380292853,40.119023,-82.304879,0
265569,2020-09-27 17:44:36,4173950183554608,fraud_Conroy Ltd,shopping_pos,5906.28,Stephen,Marshall,M,47144 Roberts Keys,Monmouth Beach,NJ,7750,40.333,-73.9809,3279,Health promotion specialist,1978-10-05,1ea766e8ccd54dbe15886000380420eb,1380303876,40.996932,-74.709321,0
265786,2020-09-27 19:23:08,6011348830550197,fraud_Lesch Ltd,shopping_pos,3700.85,Samuel,Johnston,M,16285 Jessica Lights,Birmingham,AL,35229,33.4629,-86.7904,493806,Musician,1980-07-12,6882d55a84d2f4754ef3b4f68f7010da,1380309788,33.569321,-87.338959,0
267859,2020-09-28 12:50:29,4560395181594436016,fraud_Lemke and Sons,travel,3091.66,Angela,Taylor,F,6343 Ramirez Skyway Apt. 518,Lakeport,CA,95453,39.047,-122.9328,11256,Podiatrist,1972-10-18,665fdab44e546812a9fbbb46f969ea1c,1380372629,38.85964,-121.993637,0
267969,2020-09-28 13:35:55,3596357274378601,fraud_Tromp Group,travel,5373.72,David,Everett,M,4138 David Fall,Morrisdale,PA,16858,41.0001,-78.2357,3688,Advice worker,1973-05-27,ad2aaef64d2a2641c07355266e9c4a60,1380375355,41.839451,-77.622955,0
